Ime,Atribut,Level_Rank,Tip,ATK,DEF 
Madolche Chouxvalier,EARTH,4,Warrior,1700,1300
Madolche Magileine,EARTH,4,Spellcaster,1400,1200
Madolche Marmalmaide,EARTH,4,Spellcaster,800,800
Madolche Messengelato,EARTH,4,Warrior,1600,1600
Madolche Queen Tiaramisu,EARTH,4,Fairy,2200,2100
Maestroke the Symphony Djinn,DARK,4,Fiend,1800,2300
Magic Hand,DARK,4,Spellcaster,800,1600
Magical Abductor,EARTH,4,Spellcaster,1700,1400
Magical Cavalry of Cxulub,EARTH,4,Dinosaur,1500,1800
Magical Exemplar,EARTH,4,Spellcaster,1700,1400
Magical Ghost,DARK,4,Zombie,1300,1400
Magical Something,DARK,4,Spellcaster,1800,1300
Magician's Valkyria,LIGHT,4,Spellcaster,1600,1800
Magidog,LIGHT,4,Spellcaster,1700,1000
Magma Dragon,FIRE,4,Wyrm,1600,1200
Maha Vailo,LIGHT,4,Spellcaster,1550,1400
Maharaghi,EARTH,4,Rock,1200,1700
Mahunder,LIGHT,4,Thunder,1400,700
Maiden of Macabre,DARK,4,Spellcaster,1700,0
Maiden of the Aqua,WATER,4,Aqua,700,2000
Maiden of the Moonlight,LIGHT,4,Spellcaster,1500,1300
Majespecter Crow - Yata,WIND,4,Spellcaster,1000,1500
Majespecter Fox - Kyubi,WIND,4,Spellcaster,1500,1000
Majespecter Toad - Ogama,WIND,4,Spellcaster,1300,500
"Majester Paladin, the Ascending Dracoslayer",WIND,4,Dragon,1850,2000
Majestic Mech - Senku,LIGHT,4,Fairy,1000,500
Maji-Gire Panda,EARTH,4,Beast,1000,800
Makyura the Destructor,DARK,4,Warrior,1600,1200
Malice Ascendant,DARK,4,Zombie,700,1000
Malice Doll of Demise,DARK,4,Fiend,1600,1700
Man-Eating Treasure Chest,DARK,4,Fiend,1600,1000
Man-Thro' Tro',EARTH,4,Beast-Warrior,1000,1000
Manju of the Ten Thousand Hands,LIGHT,4,Fairy,1400,1000
Masaki the Legendary Swordsman,EARTH,4,Warrior,1100,1100
Masked Chameleon,EARTH,4,Reptile,1600,1100
Masked Ninja Ebisu,WIND,4,Warrior,1200,1800
Masked Sorcerer,DARK,4,Spellcaster,900,1400
Master &amp; Expert,EARTH,4,Beast,1200,1000
Master Kyonshee,EARTH,4,Zombie,1750,1000
Master of the Flaming Dragonswords,FIRE,4,Warrior,1800,1200
"Master Pendulum, the Dracoslayer",LIGHT,4,Dragon,1950,0
Mavelus,WIND,4,Winged Beast,1300,900
Max Warrior,WIND,4,Warrior,1800,800
Mecha Phantom Beast Blackfalcon,WIND,4,Machine,1200,1700
Mecha Phantom Beast Coltwing,WIND,4,Machine,1600,1500
Mecha Phantom Beast Harrliard,WIND,4,Machine,1800,800
Mecha Phantom Beast Megaraptor,WIND,4,Machine,1900,1000
Mecha Phantom Beast Sabre Hawk,WIND,4,Machine,2100,100
Mecha Phantom Beast Tetherwolf,WIND,4,Machine,1700,1200
Mecha-Dog Marron,LIGHT,4,Machine,1000,1000
Mechanicalchaser,DARK,4,Machine,1850,800
Medium Piece Golem,EARTH,4,Rock,1600,0
Megalosmasher X,WATER,4,Dinosaur,2000,0
"Mei-Kou, Master of Barriers",LIGHT,4,Spellcaster,1700,600
Mekanikal Arkfiend,DARK,4,Fiend,100,2100
Meklord Army of Granel,EARTH,4,Machine,1600,1200
Meklord Army of Skiel,WIND,4,Machine,1200,1000
Meklord Army of Wisel,DARK,4,Machine,1800,0
Melchid the Four-Face Beast,DARK,4,Fiend,1500,1200
"Meltiel, Sage of the Sky",LIGHT,4,Fairy,1600,1200
Mermaid Knight,WATER,4,Aqua,1500,700
Mermail Abysslung,WATER,4,Fish,1200,1200
Mermail Abyssmander,WATER,4,Fish,100,2000
Mermail Abyssnose,WATER,4,Fish,1500,1500
Mermail Abysspike,WATER,4,Fish,1600,800
Mermail Abyssturge,WATER,4,Fish,1700,1700
Metabo-Shark,WATER,4,Fish,1800,500
Metalfoes Goldriver,FIRE,4,Psychic,1900,500
Metrognome,EARTH,4,Fairy,1800,1600
Mezuki,EARTH,4,Zombie,1700,800
Mid Shield Gardna,EARTH,4,Warrior,100,1800
Mighty Guard,EARTH,4,Machine,500,1200
Mild Turkey,FIRE,4,Winged Beast,1000,2000
Milla the Temporal Magician,LIGHT,4,Spellcaster,1800,1000
Minefieldriller,EARTH,4,Machine,1500,1500
"Minerva, the Exalted Lightsworn",LIGHT,4,Fairy,2000,800
Miracle Jurassic Egg,EARTH,4,Dinosaur,0,2000
Mirage Dragon,LIGHT,4,Dragon,1600,600
Miscellaneousaurus,FIRE,4,Dinosaur,1800,1000
Missing Force,DARK,4,Warrior,1500,1500
Mist Condor,WIND,4,Winged Beast,1400,400
Mist Valley Falcon,WIND,4,Winged Beast,2000,1200
Mist Valley Soldier,WIND,4,Winged Beast,1700,300
Mist Valley Watcher,WIND,4,Spellcaster,1500,1900
Moai Interceptor Cannons,EARTH,4,Rock,1100,2000
Molten Zombie,FIRE,4,Pyro,1600,400
Moon Envoy,LIGHT,4,Warrior,1100,1000
Moonlit Papillon,LIGHT,4,Insect,1200,1600
Mormolith,EARTH,4,Rock,1000,900
Morpho Butterspy,DARK,4,Warrior,1200,1600
Morphtronic Boomboxen,EARTH,4,Machine,1200,400
Morphtronic Radion,LIGHT,4,Thunder,1000,900
Morphtronic Slingen,WIND,4,Machine,1200,800
Morphtronic Staplen,EARTH,4,Machine,1400,1000
Morphtronic Videon,LIGHT,4,Machine,1000,1000
Mother Grizzly,WATER,4,Beast-Warrior,1400,1000
Ms. Judge,LIGHT,4,Fiend,1800,600
Mudora,EARTH,4,Fairy,1500,1800
"Musto, Oracle of Gusto",WIND,4,Psychic,1800,900
Mysterious Puppeteer,EARTH,4,Warrior,1000,1500
Mystery Shell Dragon,DARK,4,Wyrm,2000,0
Mystic Clown,DARK,4,Fiend,1500,1000
Mystic Horseman,EARTH,4,Beast,1300,1550
Mystic Swordsman LV4,EARTH,4,Warrior,1900,1600
Mystic Tomato,DARK,4,Plant,1400,1100
Mystical Elf,LIGHT,4,Spellcaster,800,2000
Mythic Tree Dragon,EARTH,4,Dragon,100,1400
Mythical Beast Cerberus,LIGHT,4,Spellcaster,1400,1400
Nanobreaker,EARTH,4,Machine,1600,1800
Naturia Beetle,EARTH,4,Insect,400,1800
Naturia Cliff,EARTH,4,Rock,1500,1000
Naturia Dragonfly,EARTH,4,Insect,1200,400
Naturia Guardian,EARTH,4,Plant,1600,400
Naturia Horneedle,EARTH,4,Insect,1800,100
Naturia Mantis,EARTH,4,Insect,1700,1500
Naturia Pumpkin,EARTH,4,Plant,1400,800
Naturia Spiderfang,EARTH,4,Insect,2100,400
Naturia Strawberry,EARTH,4,Plant,1600,1200
Naturia White Oak,EARTH,4,Plant,1800,1400
Necroface,DARK,4,Zombie,1200,1800
Nefarious Archfiend Eater of Nefariousness,EARTH,4,Beast,1500,200
Nekroz of Unicore,WATER,4,Spellcaster,2300,1000
Neo Bug,EARTH,4,Insect,1800,1700
Neo Flamvell Sabre,FIRE,4,Pyro,1500,200
Neo Space Pathfinder,LIGHT,4,Warrior,1800,800
Neo the Magic Swordsman,LIGHT,4,Spellcaster,1700,1000
Neo-Spacian Marine Dolphin,WATER,4,Warrior,900,1100
Neo-Spacian Twinkle Moss,LIGHT,4,Plant,500,1100
Newdoria,DARK,4,Fiend,1200,800
Night Dragolich,DARK,4,Wyrm,1700,0
Night Papilloperative,DARK,4,Warrior,2600,2000
Nightmare Penguin,WATER,4,Aqua,900,1800
Nikitama,LIGHT,4,Fairy,800,1800
Nin-Ken Dog,WIND,4,Beast-Warrior,1800,1000
Ninja Grandmaster Hanzo,DARK,4,Warrior,1800,1000
Ninja Grandmaster Sasuke,LIGHT,4,Warrior,1800,1000
Noble Knight Artorigus,LIGHT,4,Warrior,1800,1800
Noble Knight Bedwyr,LIGHT,4,Warrior,1600,1500
Noble Knight Borz,LIGHT,4,Warrior,1700,900
Noble Knight Brothers,LIGHT,4,Warrior,1200,2400
Noble Knight Drystan,LIGHT,4,Warrior,1800,800
Noble Knight Gawayn,LIGHT,4,Warrior,1900,500
Noble Knight Gwalchavad,LIGHT,4,Warrior,1500,1800
Noble Knight Joan,LIGHT,4,Warrior,1900,1300
Noble Knight Medraut,LIGHT,4,Warrior,1700,1000
Noble Knight Peredur,LIGHT,4,Warrior,1900,300
Nomadic Force,WIND,4,Warrior,1700,1000
Nova Summoner,LIGHT,4,Fairy,1400,800
Number 101: Silent Honor ARK,WATER,4,Aqua,2100,1000
Number 102: Star Seraph Sentry,LIGHT,4,Fairy,2500,2000
Number 103: Ragnazero,WATER,4,Fairy,2400,1200
Number 104: Masquerade,LIGHT,4,Spellcaster,2700,1200
Number 105: Battlin' Boxer Star Cestus,FIRE,4,Warrior,2500,1600
Number 106: Giant Hand,EARTH,4,Rock,2000,2000
Number 10: Illumiknight,LIGHT,4,Warrior,2400,2400
Number 16: Shock Master,LIGHT,4,Fairy,2300,1600
Number 18: Heraldry Patriarch,LIGHT,4,Psychic,2200,2200
Number 32: Shark Drake,WATER,4,Sea Serpent,2800,2100
Number 36: Chronomaly Chateau Huyuk,LIGHT,4,Machine,2000,2500
Number 37: Hope Woven Dragon Spider Shark,WATER,4,Sea Serpent,2600,2100
Number 39: Utopia,LIGHT,4,Warrior,2500,2000
Number 44: Sky Pegasus,LIGHT,4,Beast,1800,1600
Number 50: Blackship of Corn,DARK,4,Plant,2100,1500
Number 52: Diamond Crab King,EARTH,4,Rock,0,3000
Number 55: Gogogo Goliath,EARTH,4,Rock,2400,1200
Number 57: Tri-Head Dust Dragon,FIRE,4,Dragon,100,2600
Number 58: Burner Visor,FIRE,4,Pyro,1000,1000
Number 59: Crooked Cook,FIRE,4,Warrior,2300,200
Number 66: Master Key Beetle,DARK,4,Insect,2500,800
Number 69: Heraldry Crest,LIGHT,4,Psychic,2600,1400
Number 70: Malevolent Sin,DARK,4,Insect,2400,1200
Number 79: Battlin' Boxer Nova Kaiser,FIRE,4,Warrior,2300,1600
Number 80: Rhapsody in Berserk,DARK,4,Fiend,0,1200
Number 82: Heartlandraco,EARTH,4,Dragon,2000,1500
Number 85: Crazy Box,DARK,4,Fiend,3000,300
Number 86: Heroic Champion - Rhongomyniad,DARK,4,Warrior,1500,1500
Number 8: Heraldic King Genom-Heritage,LIGHT,4,Psychic,2400,2400
Number 91: Thunder Spark Dragon,LIGHT,4,Dragon,2400,2000
Number 98: Antitopian,DARK,4,Warrior,2000,2500
Number C32: Shark Drake Veiss,WATER,4,Sea Serpent,2800,2800
Number C39: Utopia Ray,LIGHT,4,Warrior,2500,2000
Number S39: Utopia Prime,LIGHT,4,Warrior,2510,2000
Numbing Grub in the Ice Barrier,WATER,4,Insect,1300,1800
Numeral Hunter,LIGHT,4,Warrior,1600,1400
Nuvia the Wicked,DARK,4,Fiend,2000,800
Obnoxious Celtic Guard,EARTH,4,Warrior,1400,1200
Obsidian Dragon,DARK,4,Rock,800,2100
Ogre of the Black Shadow,EARTH,4,Beast-Warrior,1200,1400
Ogre of the Scarlet Sorrow,DARK,4,Fiend,0,0
Old Entity Hastorr,WIND,4,Reptile,2300,1000
One-Eyed Skill Gainer,LIGHT,4,Warrior,2500,2500
Oni Tank T-34,EARTH,4,Machine,1400,1700
Opera the Melodious Diva,LIGHT,4,Fairy,2300,1000
Opticlops,DARK,4,Fiend,1800,1700
Orbital 7,LIGHT,4,Machine,500,2000
Overdrive,EARTH,4,Machine,1600,1500
Overlay Owl,WIND,4,Winged Beast,800,1600
Overlay Sentinel,LIGHT,4,Warrior,2000,0
Oxygeddon,WIND,4,Dinosaur,1800,800
P.M. Captor,DARK,4,Zombie,1800,0
Pahunder,LIGHT,4,Thunder,1300,600
Paladin of Dark Dragon,DARK,4,Dragon,1900,1200
Paladin of Felgrand,LIGHT,4,Warrior,1700,300
Paladin of Photon Dragon,LIGHT,4,Warrior,1900,800
Paladin of the Cursed Dragon,LIGHT,4,Zombie,1900,1200
Paladin of White Dragon,LIGHT,4,Dragon,1900,1200
Pale Beast,EARTH,4,Beast,1500,1200
Pandaborg,WATER,4,Psychic,1700,1400
Pandemonium Watchbear,DARK,4,Beast,1300,1800
Pandora's Jewelry Box,DARK,4,Wyrm,1500,1500
Panther Warrior,EARTH,4,Beast-Warrior,2000,1600
Papa-Corn,EARTH,4,Plant,1200,1200
Patroid,EARTH,4,Machine,1200,1200
Performage Damage Juggler,LIGHT,4,Spellcaster,1500,1000
Performage Flame Eater,FIRE,4,Spellcaster,1200,1600
Performage Hat Tricker,EARTH,4,Spellcaster,1100,1100
Performage Mirror Conductor,LIGHT,4,Spellcaster,600,1400
Performage Plushfire,FIRE,4,Spellcaster,1000,1000
Performage Trapeze Magician,LIGHT,4,Spellcaster,2500,2000
Performage Trick Clown,LIGHT,4,Spellcaster,1600,1200
Performapal Bot-Eyes Lizard,EARTH,4,Reptile,1600,1200
Performapal Bowhopper,EARTH,4,Insect,1500,1000
Performapal Camelump,EARTH,4,Beast,800,1800
Performapal Coin Dragon,WATER,4,Dragon,1700,1000
Performapal Fireflux,LIGHT,4,Insect,1200,1600
Performapal Helpprincess,DARK,4,Warrior,1200,1200
Performapal Longphone Bull,EARTH,4,Beast,1600,1200
Performapal Odd-Eyes Minitaurus,DARK,4,Beast-Warrior,1200,1600
Performapal Pendulum Sorcerer,EARTH,4,Spellcaster,1500,800
Performapal Radish Horse,EARTH,4,Plant,500,2000
Performapal Salutiger,EARTH,4,Beast-Warrior,1700,500
Performapal Secondonkey,EARTH,4,Beast,1000,2000
Performapal Silver Claw,DARK,4,Beast,1800,700
Performapal Skeeter Skimmer,WATER,4,Insect,500,1600
Performapal Skullcrobat Joker,DARK,4,Spellcaster,1800,100
Performapal Stamp Turtle,WATER,4,Aqua,100,1800
Performapal Swincobra,EARTH,4,Reptile,300,1800
Performapal Teeter Totter Hopper,EARTH,4,Insect,100,1200
Performapal U Go Golem,DARK,4,Fiend,1600,1000
Performapal Uni,LIGHT,4,Beast-Warrior,800,1500
Performapal Whip Snake,EARTH,4,Reptile,1700,900
Phantom Beast Cross-Wing,LIGHT,4,Beast-Warrior,1300,1300
Phantom Beast Thunder-Pegasus,LIGHT,4,Beast-Warrior,700,2000
Phantom Beast Wild-Horn,EARTH,4,Beast-Warrior,1700,0
Phantom Dragonray Bronto,WATER,4,Fish,1500,1000
Phantom Gryphon,WIND,4,Winged Beast,2000,0
Phantom of Chaos,DARK,4,Fiend,0,0
Phantom Skyblaster,DARK,4,Fiend,1100,800
Phonon Pulse Dragon,DARK,4,Dragon,1900,800
Photon Alexandra Queen,LIGHT,4,Warrior,2400,1200
Photon Chargeman,LIGHT,4,Warrior,1000,1000
Photon Circle,LIGHT,4,Spellcaster,1000,1000
Photon Crusher,LIGHT,4,Warrior,2000,0
Photon Papilloperative,LIGHT,4,Warrior,2100,1800
Photon Thrasher,LIGHT,4,Warrior,2100,0
Piercing Moray,WATER,4,Fish,1500,500
Pilgrim of the Ice Barrier,WATER,4,Warrior,1500,1000
Pinch Hopper,EARTH,4,Insect,1000,1200
Pitch-Black Warwolf,DARK,4,Beast-Warrior,1600,600
Planet Pathfinder,EARTH,4,Machine,1000,1000
Poison Mummy,EARTH,4,Zombie,1000,1800
Power Breaker,EARTH,4,Warrior,1900,0
Power Injector,EARTH,4,Psychic,1300,1400
Powered Tuner,WATER,4,Dragon,1400,1000
Predaplant Moray Nepenthes,DARK,4,Plant,1600,1000
Predaplant Spinodionaea,DARK,4,Plant,1800,0
Prediction Princess Arrowsylph,WIND,4,Fairy,1000,1400
Prevent Rat,EARTH,4,Beast,500,2000
Prickle Fairy,EARTH,4,Plant,300,2000
Princess Cologne,LIGHT,4,Fairy,500,2200
Princess Curran,DARK,4,Spellcaster,2000,0
Princess Pikeru,LIGHT,4,Spellcaster,2000,0
"Prometheus, King of the Shadows",DARK,4,Fiend,1200,800
Prominence Hand,FIRE,4,Pyro,600,2000
"Prominence, Molten Swordsman",FIRE,4,Beast-Warrior,1800,600
Protector of the Sanctuary,EARTH,4,Fiend,1100,1900
Protector of the Throne,EARTH,4,Warrior,800,1500
Psi-Blocker,WIND,4,Psychic,1200,300
Psychic Snail,EARTH,4,Psychic,1900,1200
Purple Poison Magician,DARK,4,Spellcaster,1200,2100
Pyramid Turtle,EARTH,4,Zombie,1200,1400
Queen Dragun Djinn,DARK,4,Dragon,2200,1200
Queen's Bodyguard,EARTH,4,Warrior,1700,1200
Queen's Knight,LIGHT,4,Warrior,1500,1600
R-Genex Accelerator,WIND,4,Machine,1500,1900
R-Genex Turbo,WIND,4,Machine,1500,1300
R-Genex Ultimum,EARTH,4,Machine,1800,1400
Ra's Disciple,LIGHT,4,Fairy,1100,600
Radiant Jeral,LIGHT,4,Fairy,1000,2000
"Radius, the Half-Moon Dragon",LIGHT,4,Dragon,1400,1200
Raging Eria,WATER,4,Spellcaster,800,1500
Rai-Jin,LIGHT,4,Thunder,0,1000
"Raiden, Hand of the Lightsworn",LIGHT,4,Warrior,1700,1000
Raidraptor - Avenge Vulture,DARK,4,Winged Beast,1700,100
Raidraptor - Blade Burner Falcon,DARK,4,Winged Beast,1000,1000
Raidraptor - Booster Strix,DARK,4,Winged Beast,100,1700
Raidraptor - Force Strix,DARK,4,Winged Beast,100,2000
Raidraptor - Fuzzy Lanius,DARK,4,Winged Beast,500,1500
Raidraptor - Mimicry Lanius,DARK,4,Winged Beast,1100,1900
Raidraptor - Napalm Dragonius,DARK,4,Winged Beast,1000,1000
Raidraptor - Necro Vulture,DARK,4,Winged Beast,1000,1600
Raidraptor - Rise Falcon,DARK,4,Winged Beast,100,2000
Raidraptor - Rudder Strix,DARK,4,Winged Beast,0,1600
Raidraptor - Sharp Lanius,DARK,4,Winged Beast,1700,1000
Raidraptor - Singing Lanius,DARK,4,Winged Beast,100,100
Raidraptor - Tribute Lanius,DARK,4,Winged Beast,1800,400
Raidraptor - Vanishing Lanius,DARK,4,Winged Beast,1300,1600
RAM Clouder,LIGHT,4,Cyberse,1800,1000
Rapid Warrior,WIND,4,Warrior,1200,200
Rapid-Fire Magician,DARK,4,Spellcaster,1600,1200
Rare Fish,WATER,4,Fish,1500,1200
Rare Metal Dragon,DARK,4,Dragon,2400,1200
Rasetsu,FIRE,4,Fairy,1500,1900
"Reactan, Dragon Ruler of Pebbles",EARTH,4,Dragon,1800,1200
Reborn Tengu,WIND,4,Beast-Warrior,1700,600
Reborn Zombie,DARK,4,Zombie,1000,1600
Red Archery Girl,WATER,4,Aqua,1400,1500
Red Gadget,EARTH,4,Machine,1300,1500
Red Gardna,FIRE,4,Fiend,0,2000
Red Sparrow Summoner,FIRE,4,Spellcaster,1600,1300
Red Sprinter,FIRE,4,Fiend,1700,1200
Red-Eyes Retro Dragon,DARK,4,Dragon,1700,1600
Red-Eyes Wyvern,WIND,4,Dragon,1800,1600
Red-Headed Oni,DARK,4,Zombie,1700,1000
Reflect Bounder,LIGHT,4,Machine,1700,1000
Regenerating Mummy,DARK,4,Zombie,1800,1500
Regulus,LIGHT,4,Beast,1700,1000
Reinforced Human Psychic Borg,EARTH,4,Psychic,1500,800
"Renge, Gatekeeper of Dark World",DARK,4,Fiend,100,2100
Reptilianne Gardna,WATER,4,Reptile,0,2000
Reptilianne Scylla,DARK,4,Reptile,1800,1200
Rescue Cat,EARTH,4,Beast,300,100
Rescue Hamster,EARTH,4,Beast,300,100
Rescue Rabbit,EARTH,4,Beast,300,100
Rescue Warrior,EARTH,4,Warrior,1600,1700
Resonance Insect,EARTH,4,Insect,1000,700
Retaliating &quot;C&quot;,EARTH,4,Insect,1400,1400
Return Zombie,DARK,4,Zombie,1000,1600
Reverse Buster,LIGHT,4,Fiend,1500,0
Revival Golem,EARTH,4,Rock,100,2100
Revival Jam,WATER,4,Aqua,1500,500
Revival Rose,DARK,4,Plant,1300,1300
Rhaimundos of the Red Sword,EARTH,4,Warrior,1200,1300
Rhinotaurus,FIRE,4,Beast-Warrior,1800,600
Risebell the Star Psycher,WIND,4,Psychic,1500,1500
Road Synchron,LIGHT,4,Machine,1600,800
Robot Buster Destruction Sword,DARK,4,Machine,1600,1200
Robotic Knight,FIRE,4,Machine,1600,1800
Rocket Hermos Cannon,LIGHT,4,Warrior,1500,1300
Rocket Warrior,LIGHT,4,Warrior,1500,1300
Rockstone Warrior,EARTH,4,Rock,1800,1600
Rogue Doll,LIGHT,4,Spellcaster,1600,1000
Rose Paladin,EARTH,4,Warrior,1800,200
Rose Witch,EARTH,4,Plant,1600,1000
"Rose, Warrior of Revenge",FIRE,4,Warrior,1600,600
Roulette Barrel,LIGHT,4,Machine,1000,2000
Royal Firestorm Guards,FIRE,4,Pyro,1700,1200
Royal Keeper,EARTH,4,Zombie,1600,1700
Royal Magical Library,LIGHT,4,Spellcaster,0,2000
Royal Swamp Eel,WATER,4,Fish,1700,1200
Ruffian Railcar,EARTH,4,Machine,1800,1000
Ryu-Kishin Powered,DARK,4,Fiend,1600,1200
Saber Shark,WATER,4,Fish,1600,1200
Sabersaurus,EARTH,4,Dinosaur,1900,500
Sacred Crane,LIGHT,4,Winged Beast,1600,400
Sacred Spirit of the Ice Barrier,WATER,4,Zombie,1600,1200
Sage of Silence,LIGHT,4,Spellcaster,1400,1000
Sage of Stillness,LIGHT,4,Spellcaster,1400,1000
Samurai Cavalry of Reptier,EARTH,4,Dinosaur,1800,1200
Samurai of the Ice Barrier,WATER,4,Warrior,1800,1500
Samurai Sword Baron,EARTH,4,Warrior,1600,1200
Sand Moth,EARTH,4,Rock,1000,2000
Sasuke Samurai #4,WIND,4,Warrior,1200,1200
Satellarknight Alsahm,LIGHT,4,Warrior,1400,1800
Satellarknight Altair,LIGHT,4,Warrior,1700,1300
Satellarknight Betelgeuse,LIGHT,4,Warrior,700,1900
Satellarknight Capella,LIGHT,4,Warrior,1100,2000
Satellarknight Deneb,LIGHT,4,Warrior,1500,1000
Satellarknight Procyon,LIGHT,4,Warrior,1300,1200
Satellarknight Rigel,LIGHT,4,Warrior,1900,700
Satellarknight Sirius,LIGHT,4,Warrior,1600,900
Satellarknight Unukalhai,LIGHT,4,Warrior,1800,1000
Satellarknight Vega,LIGHT,4,Warrior,1200,1600
Satellarknight Zefrathuban,LIGHT,4,Warrior,0,2100
Scrap Beast,EARTH,4,Beast,1600,1300
Scrap Chimera,EARTH,4,Beast,1700,500
Scrap Kong,EARTH,4,Beast,2000,1000
Scrap Orthros,EARTH,4,Beast,1700,1100
Scrap Shark,EARTH,4,Fish,2100,0
Scrounging Goblin,EARTH,4,Fiend,1000,2000
Sea Kamen,WATER,4,Aqua,1100,1300
Sea Serpent Warrior of Darkness,WATER,4,Sea Serpent,1800,1500
Search Striker,WIND,4,Warrior,1600,1200
Secret Sect Druid Dru,DARK,4,Spellcaster,1800,0
Secret Sect Druid Wid,DARK,4,Spellcaster,0,1800
Senju of the Thousand Hands,LIGHT,4,Fairy,1400,1000
Sentinel of the Seas,WATER,4,Aqua,1300,1000
Serenade the Melodious Diva,LIGHT,4,Fairy,400,1900
Sergeant Electro,FIRE,4,Machine,1600,1300
Serpentine Princess,WATER,4,Reptile,1400,2000
Shaddoll Dragon,DARK,4,Spellcaster,1900,0
Shaddoll Hound,DARK,4,Spellcaster,1600,900
Shaddoll Squamata,DARK,4,Spellcaster,1800,1000
Shaddoll Zefracore,DARK,4,Rock,450,1950
Shadow Delver,DARK,4,Fiend,1500,500
Shadow of the Six Samurai - Shien,EARTH,4,Warrior,2500,400
Shadowknight Archfiend,WIND,4,Fiend,2000,1600
Shadowpriestess of Ohm,DARK,4,Spellcaster,1700,1600
Shadowslayer,DARK,4,Fiend,1400,200
Shield Worm,EARTH,4,Insect,800,2000
Shien's Advisor,EARTH,4,Warrior,1200,400
Shien's Daredevil,EARTH,4,Warrior,1600,1000
Shining Abyss,LIGHT,4,Fairy,1600,1800
Shining Angel,LIGHT,4,Fairy,1400,800
Shining Friendship,LIGHT,4,Fairy,1300,1100
Shinobird Crane,WIND,4,Winged Beast,1500,1500
Shinobird Crow,WIND,4,Winged Beast,0,0
Shinobird Pigeon,WIND,4,Winged Beast,1000,1800
Shiranui Samurai,FIRE,4,Zombie,1800,0
Shiranui Smith,FIRE,4,Zombie,1000,0
Shiranui Solitaire,FIRE,4,Zombie,500,0
Shiranui Spiritmaster,FIRE,4,Zombie,1500,0
Shocktopus,WATER,4,Fish,1600,800
Shore Knight,WATER,4,Warrior,1400,1400
Shreddder,EARTH,4,Machine,1600,1000
Shutendoji,EARTH,4,Zombie,1500,800
Silent Angler,WATER,4,Fish,800,1400
Silent Magician,LIGHT,4,Spellcaster,1000,1000
Silent Magician LV4,LIGHT,4,Spellcaster,1000,1000
Silent Paladin,LIGHT,4,Fairy,500,1500
Silent Psychic Wizard,EARTH,4,Psychic,1900,0
Silent Swordsman,LIGHT,4,Warrior,1000,1000
Silent Wobby,WATER,4,Fish,1000,2000
Silpheed,WIND,4,Fairy,1700,700
Silver Gadget,LIGHT,4,Machine,1500,1000
Silver Sentinel,EARTH,4,Warrior,1500,1300
Sishunder,LIGHT,4,Thunder,900,400
Skelesaurus,DARK,4,Zombie,1700,1400
Skilled Blue Magician,LIGHT,4,Spellcaster,1800,1800
Skilled Dark Magician,DARK,4,Spellcaster,1900,1700
Skilled Red Magician,DARK,4,Spellcaster,1600,1600
Skilled White Magician,LIGHT,4,Spellcaster,1700,1900
Skreech,WATER,4,Reptile,1500,400
Skull Conductor,DARK,4,Zombie,2000,0
Skull Dog Marron,EARTH,4,Beast,1350,2000
Skull Mariner,WATER,4,Warrior,1600,900
Skull Meister,DARK,4,Fiend,1700,400
Skull Red Bird,WIND,4,Winged Beast,1550,1200
Skull-Mark Ladybug,EARTH,4,Insect,500,1500
Sky Scout (Updated from: Harpie's Brother),WIND,4,Winged Beast,1800,600
Slate Warrior,WIND,4,Fiend,1900,400
Sleeping Lion,EARTH,4,Beast,700,1700
Snipe Hunter,DARK,4,Fiend,1500,600
Snow Dragon,WATER,4,Dragon,1400,1400
Snowdust Giant,WATER,4,Beast-Warrior,2200,2200
Snowman Creator,WATER,4,Machine,1600,1600
"Snoww, Unlight of Dark World",DARK,4,Fiend,1700,0
Solar Flare Dragon,FIRE,4,Pyro,1500,1000
Solitaire Magician,LIGHT,4,Spellcaster,1600,1300
Solo the Melodious Songstress,LIGHT,4,Fairy,1600,1000
Sonic Bird,WIND,4,Winged Beast,1400,1000
Sonic Shooter,WIND,4,Winged Beast,1300,600
Soprano the Melodious Songstress,LIGHT,4,Fairy,1400,1400
Sorcerer of the Doomed,DARK,4,Spellcaster,1450,1200
Soul Tiger,EARTH,4,Beast,0,2100
Souleater,EARTH,4,Fish,1200,0
Souleating Oviraptor,DARK,4,Dinosaur,1800,500
Space Mambo,WATER,4,Fish,1700,1000
Spear Dragon,WIND,4,Dragon,1900,0
Spear Shark,WATER,4,Fish,1600,1400
Spearfish Soldier,WIND,4,Sea Serpent,1700,1100
Speed Bird,WIND,4,Winged Beast,1200,1000
Speedroid Double Yoyo,WIND,4,Machine,1400,1400
Speedroid Horse Stilts,WIND,4,Machine,1100,1100
Speedroid Menko,WIND,4,Machine,100,2000
Speedroid Pachingo-Kart,WIND,4,Machine,1800,1000
Speedroid Razorang,WIND,4,Machine,2000,0
Spell Strider,EARTH,4,Warrior,1800,600
Spellbreaker of the Ice Barrier,WATER,4,Spellcaster,1200,2000
Spirit of Flames,FIRE,4,Pyro,1700,1000
Spirit of the Books,WIND,4,Winged Beast,1400,1200
Spirit of the Fall Wind,WIND,4,Fairy,1800,900
Spirit of the Harp,LIGHT,4,Fairy,800,2000
Spirit Ryu,WIND,4,Dragon,1000,1000
